Line num,0
packages num,0,2
files num,0,7
Average Line num per featured file,
main,159
throttler/throttler,967
Filename, #,Concurrent Type, Line number , Number
/Users/nicolasdilley/go/src/github.com/nicolasdilley/gocurrency_tool/projects-gocurrency/tylertreat++comcast/throttler/throttler.go,0,Mutex,163,
/Users/nicolasdilley/Library/Caches/go-build/a0/a0a265dae34f7329287faa24639345dfb243fe153e5f561ef666f3d27e8cefc5-d,0,Mutex,69,
