caddyserver-caddy,3.000000,1.000000,0.000000,1.000000,1.000000
goharbor-harbor,72.000000,7.000000,2.000000,9.000000,8.000000
jesseduffield-lazydocker,3.000000,2.000000,1.000000,4.000000,2.000000
minio-minio,74.000000,13.000000,0.000000,12.000000,12.000000
schollz-croc,5.000000,4.000000,1.000000,8.000000,5.000000
xtaci-kcptun,1.000000,2.000000,0.000000,1.000000,1.000000
GoogleContainerTools-skaffold,21.000000,9.000000,1.000000,10.000000,10.000000
go-sql-driver-mysql,3.000000,2.000000,1.000000,4.000000,3.000000
quii-learn-go-with-tests,7.000000,0.000000,1.000000,1.000000,1.000000
sirupsen-logrus,7.000000,7.000000,0.000000,9.000000,7.000000
dgraph-io-dgraph,689.000000,25.000000,1.000000,27.000000,26.000000
kubernetes-minikube,35.000000,17.000000,0.000000,20.000000,14.000000
stretchr-testify,1.000000,1.000000,0.000000,2.000000,1.000000
yudai-gotty,3.000000,2.000000,1.000000,3.000000,3.000000
fyne-io-fyne,70.000000,5.000000,0.000000,6.000000,5.000000
gravitational-teleport,58.000000,15.000000,2.000000,17.000000,11.000000
kataras-iris,40.000000,2.000000,3.000000,6.000000,5.000000
fatedier-frp,2.000000,1.000000,0.000000,1.000000,1.000000
Dreamacro-clash,23.000000,5.000000,2.000000,7.000000,7.000000
grafana-loki,243.000000,35.000000,6.000000,43.000000,40.000000
hashicorp-consul,1647.000000,12.000000,1.000000,13.000000,13.000000
CodisLabs-codis,43.000000,6.000000,0.000000,5.000000,8.000000
grpc-ecosystem-grpc-gateway,2.000000,2.000000,0.000000,2.000000,1.000000
google-grumpy,2.000000,2.000000,0.000000,2.000000,2.000000
dutchcoders-transfer.sh,3.000000,0.000000,0.000000,0.000000,0.000000
golang-groupcache,4.000000,3.000000,0.000000,3.000000,3.000000
jesseduffield-lazygit,30.000000,8.000000,2.000000,12.000000,5.000000
matryer-xbar,8.000000,5.000000,0.000000,5.000000,3.000000
mattermost-mattermost-server,2725.000000,48.000000,7.000000,82.000000,54.000000
prometheus-prometheus,159.000000,25.000000,11.000000,37.000000,32.000000
docker-slim-docker-slim,33.000000,1.000000,1.000000,2.000000,2.000000
tmrts-go-patterns,1.000000,1.000000,0.000000,1.000000,1.000000
pingcap-tidb,1423.000000,120.000000,44.000000,179.000000,141.000000
google-cadvisor,13.000000,1.000000,2.000000,5.000000,3.000000
gorilla-mux,2.000000,0.000000,0.000000,0.000000,0.000000
hashicorp-vault,1724.000000,48.000000,6.000000,56.000000,56.000000
kubernetes-kubernetes,1328.000000,50.000000,22.000000,71.000000,71.000000
rclone-rclone,279.000000,35.000000,12.000000,46.000000,43.000000
beego-beego,47.000000,8.000000,0.000000,11.000000,7.000000
photoprism-photoprism,62.000000,3.000000,6.000000,9.000000,9.000000
ethereum-go-ethereum,1608.000000,84.000000,17.000000,115.000000,81.000000
casbin-casbin,1.000000,1.000000,0.000000,1.000000,1.000000
boltdb-bolt,4.000000,4.000000,0.000000,4.000000,4.000000
github-hub,3.000000,0.000000,0.000000,0.000000,0.000000
rakyll-hey,6.000000,1.000000,1.000000,2.000000,2.000000
