etcd-io-etcd,2.000000,7.000000,4.000000,12.000000,10.000000
gohugoio-hugo,21.000000,13.000000,0.000000,13.000000,13.000000
hashicorp-terraform,190.000000,7.000000,0.000000,7.000000,7.000000
inconshreveable-ngrok,3.000000,2.000000,1.000000,5.000000,3.000000
istio-istio,207.000000,27.000000,6.000000,38.000000,27.000000
nsqio-nsq,359.000000,19.000000,0.000000,20.000000,15.000000
traefik-traefik,214.000000,10.000000,0.000000,8.000000,7.000000
drone-drone,10.000000,6.000000,0.000000,7.000000,5.000000
cloudreve-Cloudreve,9.000000,6.000000,1.000000,7.000000,5.000000
gofiber-fiber,4.000000,4.000000,0.000000,4.000000,4.000000
valyala-fasthttp,14.000000,14.000000,0.000000,14.000000,14.000000
hashicorp-packer,19.000000,3.000000,1.000000,4.000000,9.000000
moby-moby,80.000000,9.000000,1.000000,11.000000,10.000000
go-chi-chi,42.000000,7.000000,0.000000,7.000000,5.000000
cli-cli,1.000000,0.000000,0.000000,0.000000,0.000000
gin-gonic-gin,17.000000,2.000000,1.000000,3.000000,3.000000
influxdata-telegraf,629.000000,186.000000,11.000000,187.000000,146.000000
revel-revel,10.000000,0.000000,0.000000,0.000000,0.000000
cayleygraph-cayley,2.000000,0.000000,0.000000,0.000000,0.000000
derailed-k9s,2.000000,0.000000,2.000000,2.000000,2.000000
hyperledger-fabric,615.000000,60.000000,13.000000,80.000000,79.000000
junegunn-fzf,1.000000,1.000000,0.000000,1.000000,1.000000
ory-hydra,48.000000,5.000000,3.000000,11.000000,12.000000
wtfutil-wtf,4.000000,1.000000,0.000000,2.000000,1.000000
bettercap-bettercap,32.000000,23.000000,0.000000,23.000000,12.000000
go-kit-kit,210.000000,5.000000,2.000000,7.000000,7.000000
micro-micro,16.000000,9.000000,2.000000,14.000000,10.000000
rancher-rancher,41.000000,2.000000,0.000000,3.000000,2.000000
ehang-io-nps,5.000000,3.000000,0.000000,3.000000,3.000000
gorilla-websocket,23.000000,0.000000,0.000000,0.000000,0.000000
ipfs-go-ipfs,55.000000,14.000000,1.000000,15.000000,11.000000
snail007-goproxy,3.000000,0.000000,3.000000,3.000000,3.000000
zyedidia-micro,2.000000,1.000000,1.000000,2.000000,2.000000
containers-podman,7.000000,5.000000,0.000000,5.000000,5.000000
gogs-gogs,2.000000,0.000000,0.000000,0.000000,0.000000
chrislusf-seaweedfs,153.000000,27.000000,0.000000,26.000000,25.000000
grafana-k6,341.000000,35.000000,6.000000,43.000000,35.000000
grpc-grpc-go,165.000000,30.000000,9.000000,42.000000,36.000000
iawia002-annie,9.000000,2.000000,0.000000,5.000000,2.000000
k3s-io-k3s,19.000000,1.000000,0.000000,0.000000,1.000000
syncthing-syncthing,39.000000,8.000000,2.000000,9.000000,11.000000
asim-go-micro,18.000000,10.000000,2.000000,14.000000,13.000000
go-gitea-gitea,43.000000,16.000000,2.000000,35.000000,14.000000
go-kratos-kratos,27.000000,2.000000,0.000000,3.000000,2.000000
halfrost-LeetCode-Go,2.000000,0.000000,2.000000,4.000000,2.000000
restic-restic,32.000000,6.000000,0.000000,6.000000,4.000000
dapr-dapr,131.000000,7.000000,0.000000,8.000000,5.000000
evanw-esbuild,19.000000,9.000000,8.000000,18.000000,18.000000
vitessio-vitess,3439.000000,238.000000,5.000000,253.000000,222.000000
v2fly-v2ray-core,30.000000,0.000000,0.000000,0.000000,0.000000
pulumi-pulumi,17.000000,11.000000,1.000000,12.000000,10.000000
tsenart-vegeta,15.000000,3.000000,0.000000,2.000000,2.000000
v2ray-v2ray-core,28.000000,0.000000,0.000000,0.000000,0.000000
elastic-beats,630.000000,84.000000,10.000000,89.000000,84.000000
golang-go,485.000000,153.000000,32.000000,210.000000,191.000000
influxdata-influxdb,597.000000,66.000000,5.000000,79.000000,59.000000
spf13-viper,4.000000,4.000000,0.000000,7.000000,4.000000
bcicen-ctop,4.000000,1.000000,0.000000,1.000000,1.000000
gocolly-colly,124.000000,1.000000,0.000000,1.000000,1.000000
helm-helm,32.000000,3.000000,0.000000,3.000000,3.000000
uber-go-zap,9.000000,6.000000,1.000000,9.000000,8.000000
go-redis-redis,20.000000,18.000000,1.000000,18.000000,20.000000
kubernetes-kops,18.000000,3.000000,0.000000,3.000000,3.000000
labstack-echo,8.000000,2.000000,0.000000,2.000000,2.000000
tal-tech-go-zero,155.000000,68.000000,4.000000,81.000000,70.000000
kubernetes-ingress-nginx,5.000000,0.000000,0.000000,0.000000,0.000000
