caddyserver-caddy,3.000000,1.000000,0.000000,1.000000,1.000000,6937.000000
minio-minio,74.000000,13.000000,0.000000,12.000000,12.000000,6440.000000
stretchr-testify,1.000000,1.000000,0.000000,2.000000,1.000000,5761.000000
Dreamacro-clash,23.000000,5.000000,2.000000,7.000000,7.000000,5736.000000
CodisLabs-codis,43.000000,6.000000,0.000000,5.000000,8.000000,6880.000000
grpc-ecosystem-grpc-gateway,2.000000,2.000000,0.000000,2.000000,1.000000,5844.000000
google-grumpy,2.000000,2.000000,0.000000,2.000000,2.000000,6551.000000
jesseduffield-lazygit,30.000000,8.000000,2.000000,12.000000,5.000000,6562.000000
docker-slim-docker-slim,33.000000,1.000000,1.000000,2.000000,2.000000,6324.000000
google-cadvisor,13.000000,1.000000,2.000000,5.000000,3.000000,7410.000000
beego-beego,47.000000,8.000000,0.000000,11.000000,7.000000,4271.000000
cloudreve-Cloudreve,9.000000,6.000000,1.000000,7.000000,5.000000,5639.000000
gofiber-fiber,4.000000,4.000000,0.000000,4.000000,4.000000,4400.000000
derailed-k9s,2.000000,0.000000,2.000000,2.000000,2.000000,4943.000000
ory-hydra,48.000000,5.000000,3.000000,11.000000,12.000000,5269.000000
bettercap-bettercap,32.000000,23.000000,0.000000,23.000000,12.000000,7118.000000
ehang-io-nps,5.000000,3.000000,0.000000,3.000000,3.000000,4034.000000
gogs-gogs,2.000000,0.000000,0.000000,0.000000,0.000000,4816.000000
k3s-io-k3s,19.000000,1.000000,0.000000,0.000000,1.000000,5963.000000
helm-helm,32.000000,3.000000,0.000000,3.000000,3.000000,5200.000000
